Code,Lat_dd,Lon_dd,Alt_m,Time_dy,D_dd,IGRF_D_dd,I_dd,IGRF_I_dd,F_nT,IGRF_F_nT,H_nT,IGRF_H_nT,X_nT,IGRF_X_nT,Calculated_X,Y_nT,IGRF_Y_nT,Calculated_Y,Z_nT,IGRF_Z_nT,Calculated_Z,N_occupations,Closest_OBS,TTB_distances_km,VSS_distances_km,State,Region,RS_name,RMSE_D_Original_values,RMSE_I_Original_values,RMSE_F_Original_values,RMSE_H_Original_values,RMSE_X_Original_values,RMSE_X_Calculated_values,RMSE_Y_Original_values,RMSE_Y_Calculated_values,RMSE_Z_Original_values,RMSE_Z_Calculated_values
AP_OPQ,3.861,-51.796,32.563,2004.489,-18.295,-18.217,15.423,15.717,28942.000,28938.500,27899.000,27857.300,26489.000,26461.700,26489.509,-8758.000,-8706.900,-8758.003,7696.000,7836.300,7696.925,4,TTB,671.139,3051.374,AP,N,OIAPOQUE,0.104,0.240,50.522,28.261,9762.055,33.715,48.235,47.904,127.523,128.145
AP_OPQ,3.861,-51.796,32.563,2009.527,-18.518,-18.417,13.810,14.067,28598.000,28631.000,27772.000,27772.500,6826.000,26350.000,26333.418,NaN,-8774.300,-8820.238,NaN,6958.400,6826.427,4,TTB,671.139,3051.374,AP,N,OIAPOQUE,0.104,0.240,50.522,28.261,9762.055,33.715,48.235,47.904,127.523,128.145
BA_BAR_C,-12.079,-45.002,709.739,1989.338,-20.170,-20.150,-14.456,-14.267,24638.000,24714.100,23857.000,23951.800,22394.000,22486.000,22394.832,-8226.000,-8250.200,-8226.383,-6150.000,-6090.700,-6150.543,3,VSS,1269.610,1156.559,BA,NE,BARREIRAS (BA) C,0.267,0.110,52.255,59.628,17229.949,58.483,27.642,106.645,43.305,38.480
BA_BAR_C,-12.079,-45.002,709.739,2001.385,-21.259,-21.200,-18.582,-18.567,24427.000,24395.000,23153.000,23125.300,21578.000,21559.700,21578.005,-8395.000,-8364.300,-8395.130,-7783.000,-7767.700,-7783.946,3,VSS,1269.610,1156.559,BA,NE,BARREIRAS (BA) C,0.267,0.110,52.255,59.628,17229.949,58.483,27.642,106.645,43.305,38.480
BA_BAR_C,-12.079,-45.002,709.739,2008.651,-22.191,-21.733,-21.238,-21.217,24323.000,24285.900,22671.000,22640.800,-8811.000,21032.000,20991.825,NaN,-8382.200,-8562.759,NaN,-8786.400,-8810.832,3,VSS,1269.610,1156.559,BA,NE,BARREIRAS (BA) C,0.267,0.110,52.255,59.628,17229.949,58.483,27.642,106.645,43.305,38.480
BA_CRV,-17.740,-39.292,5.392,1923.437,-15.232,-15.383,-11.531,-11.283,25669.000,25557.600,25150.000,25063.000,24267.000,24166.000,24267.361,-6607.000,-6645.200,-6607.852,-5131.000,-5003.900,-5131.184,13,VSS,2096.553,689.563,BA,NE,CARAVELAS,0.119,0.152,54.539,45.058,50.529,50.676,44.040,43.858,72.464,72.712
BA_CRV,-17.740,-39.292,5.392,1927.729,-15.866,-15.950,-12.432,-12.150,25636.000,25512.800,25034.000,24941.200,24081.000,23981.100,24081.156,-6844.000,-6853.400,-6844.251,-5518.000,-5370.400,-5518.938,13,VSS,2096.553,689.563,BA,NE,CARAVELAS,0.119,0.152,54.539,45.058,50.529,50.676,44.040,43.858,72.464,72.712
BA_CRV,-17.740,-39.292,5.392,1943.500,-17.416,-17.650,-15.265,-15.183,25391.000,25373.100,24495.000,24488.100,23372.000,23334.400,23372.228,-7331.000,-7427.900,-7331.581,-6685.000,-6642.800,-6685.039,13,VSS,2096.553,689.563,BA,NE,CARAVELAS,0.119,0.152,54.539,45.058,50.529,50.676,44.040,43.858,72.464,72.712
BA_CRV,-17.740,-39.292,5.392,1947.369,-17.833,-18.017,-16.368,-16.100,25265.000,25237.100,24241.000,24246.700,23076.000,23057.900,23076.342,-7423.000,-7499.000,-7423.667,-7119.000,-7000.600,-7119.819,13,VSS,2096.553,689.563,BA,NE,CARAVELAS,0.119,0.152,54.539,45.058,50.529,50.676,44.040,43.858,72.464,72.712
BA_CRV,-17.740,-39.292,5.392,1951.968,-18.381,-18.433,-17.533,-17.333,25051.000,25043.000,23887.000,23904.800,22668.000,22677.600,22668.510,-7532.000,-7560.800,-7532.461,-7546.000,-7463.900,-7546.740,13,VSS,2096.553,689.563,BA,NE,CARAVELAS,0.119,0.152,54.539,45.058,50.529,50.676,44.040,43.858,72.464,72.712
BA_CRV,-17.633,-39.255,6.706,1951.979,-18.381,-18.467,-17.197,-17.217,25096.000,25056.100,23974.000,23934.000,22750.000,22701.100,22750.913,-7559.000,-7582.600,-7559.843,-7419.000,-7414.300,-7419.834,13,VSS,2088.184,701.167,BA,NE,CARAVELAS,0.119,0.152,54.539,45.058,50.529,50.676,44.040,43.858,72.464,72.712
BA_CRV,-17.633,-39.255,6.706,1954.489,-18.683,-18.717,-17.833,-17.883,25051.000,24984.600,23847.000,23777.800,22590.000,22520.500,22590.750,-7639.000,-7629.600,-7639.077,-7671.000,-7671.300,-7671.709,13,VSS,2088.184,701.167,BA,NE,CARAVELAS,0.119,0.152,54.539,45.058,50.529,50.676,44.040,43.858,72.464,72.712
BA_CRV,-17.633,-39.255,6.706,1963.500,-19.916,-19.783,-20.347,-20.350,24795.000,24771.600,23247.000,23225.200,21857.000,21853.400,21857.506,-7919.000,-7863.700,-7919.211,-8621.000,-8615.200,-8621.343,13,VSS,2088.184,701.167,BA,NE,CARAVELAS,0.119,0.152,54.539,45.058,50.529,50.676,44.040,43.858,72.464,72.712
BA_CRV,-17.633,-39.255,6.706,1972.921,-20.892,-20.817,-23.003,-23.133,24556.000,24572.800,22603.000,22597.900,21117.000,21122.000,21117.337,-8060.000,-8033.100,-8060.549,-9595.000,-9651.800,-9595.977,13,VSS,2088.184,701.167,BA,NE,CARAVELAS,0.119,0.152,54.539,45.058,50.529,50.676,44.040,43.858,72.464,72.712
BA_CRV,-17.637,-39.255,6.854,1984.119,-22.069,-22.017,-26.958,-26.900,24356.000,24401.700,21709.000,21760.800,20118.000,20174.300,20118.847,-8156.000,-8156.400,-8156.739,-11041.000,-11041.400,-11041.482,13,VSS,2088.569,700.827,BA,NE,CARAVELAS,0.119,0.152,54.539,45.058,50.529,50.676,44.040,43.858,72.464,72.712
BA_CRV,-17.636,-39.252,7.021,1989.270,-22.548,-22.383,-28.527,-28.617,24291.000,24314.800,21341.000,21343.800,19710.000,19735.400,19710.479,-8183.000,-8128.300,-8183.700,-11600.000,-11647.000,-11600.722,13,VSS,2088.632,701.117,BA,NE,CARAVELAS,0.119,0.152,54.539,45.058,50.529,50.676,44.040,43.858,72.464,72.712
BA_CRV,-17.636,-39.252,7.021,2001.296,-23.079,-23.050,-32.458,-32.550,24059.000,24079.600,20300.000,20296.100,18675.000,18675.000,18675.869,-7957.000,-7948.200,-7957.844,-12912.000,-12957.600,-12912.014,13,VSS,2088.632,701.117,BA,NE,CARAVELAS,0.119,0.152,54.539,45.058,50.529,50.676,44.040,43.858,72.464,72.712
BA_CRV,-17.652,-39.249,7.880,2014.940,-23.793,-23.767,-37.160,-37.200,24032.000,24029.400,19153.000,19138.200,17525.000,17514.900,17524.568,-7727.000,-7713.800,-7726.698,-14516.000,-14530.600,-14516.359,13,VSS,2090.332,699.965,BA,NE,CARAVELAS,0.119,0.152,54.539,45.058,50.529,50.676,44.040,43.858,72.464,72.712
BA_SAL,-13.003,-38.512,33.775,1931.989,-16.982,-17.367,-5.730,-5.883,25767.000,26219.600,25638.000,26081.300,24520.000,24891.800,24520.337,-7488.000,-7786.700,-7488.197,-2572.000,-2689.500,-2572.597,18,VSS,1712.960,1177.776,BA,NE,SALVADOR,0.217,0.207,255.664,238.185,7470.992,205.180,153.745,152.278,131.621,131.736
BA_SAL,-13.003,-38.512,33.775,1942.197,-18.099,-18.333,-7.631,-7.867,25739.000,26118.900,25511.000,25873.200,24248.000,24560.400,24248.794,-7925.000,-8136.900,-7925.259,-3417.000,-3573.800,-3417.951,18,VSS,1712.960,1177.776,BA,NE,SALVADOR,0.217,0.207,255.664,238.185,7470.992,205.180,153.745,152.278,131.621,131.736
BA_SAL,-13.003,-38.512,33.775,1943.529,-18.249,-18.433,-7.899,-8.100,25670.000,26110.700,25426.000,25850.100,24147.000,24523.800,24147.606,-7962.000,-8173.800,-7962.219,-3527.000,-3679.400,-3527.758,18,VSS,1712.960,1177.776,BA,NE,SALVADOR,0.217,0.207,255.664,238.185,7470.992,205.180,153.745,152.278,131.621,131.736
BA_SAL,-13.003,-38.512,33.775,1952.000,-19.099,-19.183,-10.182,-10.500,25806.000,25778.200,25399.000,25346.700,24001.000,23939.900,24001.456,-8310.000,-8326.600,-8310.780,-4561.000,-4697.200,-4561.870,18,VSS,1712.960,1177.776,BA,NE,SALVADOR,0.217,0.207,255.664,238.185,7470.992,205.180,153.745,152.278,131.621,131.736
BA_SAL,-12.922,-38.318,6.042,1952.009,-19.048,-19.283,-10.182,-10.550,25822.000,25792.400,25415.000,25355.900,24023.000,23933.700,24023.730,-8294.000,-8372.500,-8294.552,-4564.000,-4724.800,-4564.698,18,VSS,1720.026,1195.371,BA,NE,SALVADOR,0.217,0.207,255.664,238.185,7470.992,205.180,153.745,152.278,131.621,131.736
BA_SAL,-12.922,-38.318,6.042,1952.578,-19.065,-19.333,-10.515,-10.717,25684.000,25772.200,25252.000,25322.400,23867.000,23894.500,23867.548,-8248.000,-8383.100,-8248.555,-4687.000,-4794.000,-4687.149,18,VSS,1720.026,1195.371,BA,NE,SALVADOR,0.217,0.207,255.664,238.185,7470.992,205.180,153.745,152.278,131.621,131.736
BA_SAL,-13.003,-38.512,33.775,1952.588,-19.197,-19.233,-10.347,-10.667,25350.000,25757.400,24937.000,25312.200,23551.000,23899.400,23551.060,-8199.000,-8338.200,-8199.964,-4553.000,-4768.300,-4553.094,18,VSS,1712.960,1177.776,BA,NE,SALVADOR,0.217,0.207,255.664,238.185,7470.992,205.180,153.745,152.278,131.621,131.736
BA_SAL,-12.922,-38.318,6.042,1954.479,-19.283,-19.500,-11.133,-11.267,25612.000,25706.500,25130.000,25210.600,23720.000,23763.400,23720.203,-8298.000,-8418.600,-8298.797,-4945.000,-5025.200,-4945.347,18,VSS,1720.026,1195.371,BA,NE,SALVADOR,0.217,0.207,255.664,238.185,7470.992,205.180,153.745,152.278,131.621,131.736
BA_SAL,-12.922,-38.318,6.042,1957.519,-19.614,-19.817,-12.064,-12.100,25495.000,25598.500,24931.000,25030.200,23485.000,23548.200,23485.272,-8369.000,-8484.800,-8369.196,-5328.000,-5364.200,-5328.561,18,VSS,1720.026,1195.371,BA,NE,SALVADOR,0.217,0.207,255.664,238.185,7470.992,205.180,153.745,152.278,131.621,131.736
BA_SAL,-12.922,-38.318,6.042,1963.317,-20.315,-20.350,-13.765,-13.917,25302.000,25443.700,24575.000,24696.700,23046.000,23154.700,23046.689,-8532.000,-8589.900,-8532.089,-6020.000,-6120.200,-6020.362,18,VSS,1720.026,1195.371,BA,NE,SALVADOR,0.217,0.207,255.664,238.185,7470.992,205.180,153.745,152.278,131.621,131.736
BA_SAL,-12.877,-38.677,4.382,1975.166,-21.798,-21.283,-17.315,-17.250,25251.000,25140.200,24106.000,24010.000,22383.000,22371.900,22383.040,-8951.000,-8716.700,-8951.671,-7515.000,-7453.100,-7515.324,18,VSS,1690.675,1182.431,BA,NE,SALVADOR,0.217,0.207,255.664,238.185,7470.992,205.180,153.745,152.278,131.621,131.736
BA_SAL,-12.795,-38.487,21.664,1975.177,-21.503,-21.350,-17.783,-17.317,25347.000,25160.500,24135.000,24019.300,22456.000,22370.100,22456.022,-8847.000,-8746.800,-8847.021,-7741.000,-7491.700,-7741.298,18,VSS,1697.312,1199.673,BA,NE,SALVADOR,0.217,0.207,255.664,238.185,7470.992,205.180,153.745,152.278,131.621,131.736
BA_SAL,-12.922,-38.318,6.042,1980.208,-21.878,-21.983,-19.510,-19.550,24920.000,25059.000,23489.000,23614.600,21797.000,21898.600,21797.469,-8752.000,-8837.300,-8752.806,-8322.000,-8384.800,-8322.567,18,VSS,1720.026,1195.371,BA,NE,SALVADOR,0.217,0.207,255.664,238.185,7470.992,205.180,153.745,152.278,131.621,131.736
BA_SAL,-12.922,-38.318,6.042,1983.229,-22.107,-22.183,-20.739,-20.717,24684.000,25009.000,23084.000,23391.100,21387.000,21660.000,21387.441,-8687.000,-8831.300,-8687.583,-8740.000,-8848.900,-8740.888,18,VSS,1720.026,1195.371,BA,NE,SALVADOR,0.217,0.207,255.664,238.185,7470.992,205.180,153.745,152.278,131.621,131.736
BA_SAL,-12.922,-38.318,6.042,1983.229,-22.149,-22.183,-20.760,-20.717,24805.000,25009.000,23194.000,23391.100,21482.000,21660.000,21482.893,-8744.000,-8831.300,-8744.707,-8792.000,-8848.900,-8792.238,18,VSS,1720.026,1195.371,BA,NE,SALVADOR,0.217,0.207,255.664,238.185,7470.992,205.180,153.745,152.278,131.621,131.736
BA_SAL,-12.922,-38.318,6.042,1988.227,-22.287,-22.467,-22.478,-22.550,24695.000,24928.500,22818.000,23023.400,21114.000,21276.200,21114.169,-8653.000,-8797.800,-8653.956,-9441.000,-9558.000,-9441.606,18,VSS,1720.026,1195.371,BA,NE,SALVADOR,0.217,0.207,255.664,238.185,7470.992,205.180,153.745,152.278,131.621,131.736
BA_SAL,-12.902,-38.327,13.998,2001.302,-22.863,-23.033,-27.267,-27.233,24423.000,24706.100,21709.000,21966.300,20003.000,20215.000,20003.600,-8434.000,-8594.800,-8434.633,-11189.000,-11308.100,-11189.096,18,VSS,1717.715,1196.897,BA,NE,SALVADOR,0.217,0.207,255.664,238.185,7470.992,205.180,153.745,152.278,131.621,131.736
BA_SAL,-12.902,-38.327,13.998,2006.582,-23.044,-23.167,-29.050,-29.083,24416.000,24680.100,21344.000,21568.900,-11856.000,19829.300,19641.192,NaN,-8486.300,-8354.998,NaN,-11995.400,-11855.743,18,VSS,1717.715,1196.897,BA,NE,SALVADOR,0.217,0.207,255.664,238.185,7470.992,205.180,153.745,152.278,131.621,131.736
BA_VCQ,-14.848,-40.825,983.840,1952.937,-17.715,-17.917,-11.515,-11.650,25507.000,25419.300,24993.000,24895.800,23808.000,23689.600,23808.457,-7605.000,-7655.500,-7605.116,-5091.000,-5132.000,-5091.821,8,VSS,1736.180,890.846,BA,NE,VITORIA DA CONQUISTA (BA),0.091,0.147,60.531,74.781,11023.646,79.215,29.297,28.760,41.318,44.338
BA_VCQ,-14.848,-40.837,952.486,1952.937,-17.815,-17.900,-11.548,-11.633,25491.000,25419.800,24974.000,24897.200,23777.000,23691.800,23777.427,-7640.000,-7653.200,-7640.964,-5103.000,-5127.400,-5103.013,8,VSS,1735.540,890.426,BA,NE,VITORIA DA CONQUISTA (BA),0.091,0.147,60.531,74.781,11023.646,79.215,29.297,28.760,41.318,44.338
BA_VCQ,-14.848,-40.825,983.840,1959.807,-18.614,-18.733,-13.465,-13.383,25234.000,25156.900,24540.000,24473.200,23256.000,23177.600,23256.680,-7833.000,-7857.100,-7833.064,-5875.000,-5825.300,-5875.771,8,VSS,1736.180,890.846,BA,NE,VITORIA DA CONQUISTA (BA),0.091,0.147,60.531,74.781,11023.646,79.215,29.297,28.760,41.318,44.338
BA_VCQ,-14.848,-40.825,983.840,1963.529,-19.149,-19.133,-14.498,-14.600,25139.000,25075.600,24338.000,24266.400,22991.000,22927.000,22991.804,-7983.000,-7950.500,-7983.653,-6293.000,-6318.800,-6293.453,8,VSS,1736.180,890.846,BA,NE,VITORIA DA CONQUISTA (BA),0.091,0.147,60.531,74.781,11023.646,79.215,29.297,28.760,41.318,44.338
BA_VCQ,-14.848,-40.837,952.486,1984.130,-21.392,-21.433,-21.211,-21.267,24622.000,24587.300,22953.000,22912.200,21372.000,21328.500,21372.593,-8372.000,-8370.400,-8372.385,-8908.000,-8920.000,-8908.327,8,VSS,1735.540,890.426,BA,NE,VITORIA DA CONQUISTA (BA),0.091,0.147,60.531,74.781,11023.646,79.215,29.297,28.760,41.318,44.338
BA_VCQ,-14.848,-40.837,952.486,1989.281,-21.784,-21.817,-23.031,-23.050,24476.000,24486.000,22525.000,22530.000,20916.000,20916.500,20916.570,-8359.000,-8372.600,-8359.257,-9575.000,-9589.700,-9575.724,8,VSS,1735.540,890.426,BA,NE,VITORIA DA CONQUISTA (BA),0.091,0.147,60.531,74.781,11023.646,79.215,29.297,28.760,41.318,44.338
BA_VCQ,-14.866,-40.859,906.908,2001.369,-22.583,-22.583,-27.006,-27.283,24296.000,24239.800,21646.000,21543.400,19986.000,19891.300,19986.958,-8312.000,-8273.800,-8312.811,-11032.000,-11110.600,-11032.420,8,VSS,1736.106,887.764,BA,NE,VITORIA DA CONQUISTA (BA),0.091,0.147,60.531,74.781,11023.646,79.215,29.297,28.760,41.318,44.338
BA_VCQ,-14.866,-40.859,906.908,2006.574,-22.823,-22.850,-28.842,-29.067,24240.000,24193.900,21233.000,21145.900,-11693.000,19485.900,19570.715,NaN,-8212.600,-8236.017,NaN,-11755.600,-11693.277,8,VSS,1736.106,887.764,BA,NE,VITORIA DA CONQUISTA (BA),0.091,0.147,60.531,74.781,11023.646,79.215,29.297,28.760,41.318,44.338
CE_FOR,-3.722,-38.500,10.560,1919.317,-16.416,-16.417,13.465,12.483,30042.000,29128.300,29216.000,28439.300,28025.000,27279.500,28025.219,-8256.000,-8038.700,-8256.775,6995.000,6298.100,6995.320,13,TTB,1146.945,2149.761,CE,NE,FORTALEZA,0.149,0.293,256.376,218.821,8405.460,210.853,89.590,90.133,207.923,200.064
CE_FOR,-3.753,-38.568,24.683,1943.619,-18.732,-18.817,8.149,8.150,28618.000,28569.900,28329.000,28281.500,26828.000,26770.900,26828.479,-9097.000,-9119.400,-9097.643,4056.000,4049.400,4056.540,13,TTB,1140.458,2144.542,CE,NE,FORTALEZA,0.149,0.293,256.376,218.821,8405.460,210.853,89.590,90.133,207.923,200.064
CE_FOR,-3.753,-38.568,24.683,1947.447,-18.982,-19.050,7.065,7.133,28442.000,28420.100,28226.000,28200.500,26691.000,26657.400,26691.138,-9181.000,-9200.700,-9181.117,3498.000,3526.000,3498.232,13,TTB,1140.458,2144.542,CE,NE,FORTALEZA,0.149,0.293,256.376,218.821,8405.460,210.853,89.590,90.133,207.923,200.064
CE_FOR,-3.753,-38.568,24.683,1952.036,-19.381,-19.367,5.664,5.667,28147.000,28197.500,28009.000,28059.900,26422.000,26472.400,26422.354,-9294.000,-9304.200,-9294.932,2777.000,2781.900,2777.955,13,TTB,1140.458,2144.542,CE,NE,FORTALEZA,0.149,0.293,256.376,218.821,8405.460,210.853,89.590,90.133,207.923,200.064
CE_FOR,-3.775,-38.533,21.830,1952.040,-19.312,-19.383,5.393,5.583,28215.000,28187.100,28090.000,28053.300,26509.000,26463.900,26509.523,-9289.000,-9308.600,-9289.736,2651.000,2743.400,2651.834,13,TTB,1144.822,2143.139,CE,NE,FORTALEZA,0.149,0.293,256.376,218.821,8405.460,210.853,89.590,90.133,207.923,200.064
CE_FOR,-3.753,-38.568,24.683,1952.750,-19.416,-19.417,5.447,5.450,28167.000,28158.000,28039.000,28030.900,26445.000,26436.400,26445.182,-9321.000,-9319.200,-9321.120,2673.000,2672.000,2673.751,13,TTB,1140.458,2144.542,CE,NE,FORTALEZA,0.149,0.293,256.376,218.821,8405.460,210.853,89.590,90.133,207.923,200.064
CE_FOR,-3.753,-38.568,24.683,1957.509,-19.773,-19.717,3.858,4.000,27946.000,27870.300,27882.000,27802.400,26238.000,26171.200,26238.717,-9432.000,-9383.300,-9432.554,1880.000,1943.300,1880.317,13,TTB,1140.458,2144.542,CE,NE,FORTALEZA,0.149,0.293,256.376,218.821,8405.460,210.853,89.590,90.133,207.923,200.064
CE_FOR,-3.870,-38.410,18.120,1983.177,-21.559,-21.300,-5.697,-5.500,26717.000,26747.700,26585.000,26624.300,24725.000,24805.300,24725.141,-9768.000,-9672.300,-9768.915,-2652.000,-2566.300,-2652.134,13,TTB,1160.663,2136.375,CE,NE,FORTALEZA,0.149,0.293,256.376,218.821,8405.460,210.853,89.590,90.133,207.923,200.064
CE_FOR,-3.870,-38.410,18.120,1988.197,-21.666,-21.417,-7.605,-7.433,26651.000,26599.200,26416.000,26376.100,24550.000,24554.300,24550.295,-9752.000,-9632.500,-9752.877,-3527.000,-3437.800,-3527.070,13,TTB,1160.663,2136.375,CE,NE,FORTALEZA,0.149,0.293,256.376,218.821,8405.460,210.853,89.590,90.133,207.923,200.064
CE_FOR,-3.870,-38.410,18.120,1995.685,-21.805,-21.567,-10.475,-10.383,26427.000,26402.900,25986.000,25970.000,24127.000,24152.400,24127.326,-9652.000,-9544.900,-9652.684,-4804.000,-4761.400,-4804.600,13,TTB,1160.663,2136.375,CE,NE,FORTALEZA,0.149,0.293,256.376,218.821,8405.460,210.853,89.590,90.133,207.923,200.064
CE_FOR,-3.878,-38.426,24.395,2001.348,-21.760,-21.600,-12.571,-12.600,26368.000,26320.400,25735.000,25687.100,23902.000,23883.700,23902.068,-9540.000,-9455.100,-9540.794,-5738.000,-5739.100,-5738.976,13,TTB,1159.168,2135.060,CE,NE,FORTALEZA,0.149,0.293,256.376,218.821,8405.460,210.853,89.590,90.133,207.923,200.064
CE_FOR,-3.878,-38.426,24.395,2006.628,-21.723,-21.517,-14.644,-14.583,26284.000,26267.800,25430.000,25422.400,-6645.000,23651.800,23624.225,NaN,-9321.500,-9412.208,NaN,-6610.800,-6644.922,13,TTB,1159.168,2135.060,CE,NE,FORTALEZA,0.149,0.293,256.376,218.821,8405.460,210.853,89.590,90.133,207.923,200.064
CE_FOR,-3.878,-38.426,24.395,2014.686,-21.403,-21.283,-17.881,-17.783,26311.000,26280.100,25039.000,25024.200,23312.000,23318.600,23313.234,-9137.000,-9080.200,-9137.765,-8078.000,-8027.000,-8078.557,13,TTB,1159.168,2135.060,CE,NE,FORTALEZA,0.149,0.293,256.376,218.821,8405.460,210.853,89.590,90.133,207.923,200.064
ES_CIP,-20.850,-41.170,128.200,1952.708,-17.166,-17.033,-20.516,-20.600,24705.000,24684.500,23138.000,23106.900,22107.000,22093.500,22107.353,-6828.000,-6768.000,-6828.996,-8658.000,-8682.900,-8658.335,10,VSS,2325.281,308.894,ES,SE,CACHOEIRO ITAPEMIRIM (ES),0.095,0.076,47.918,46.367,48.542,48.334,32.528,32.951,34.182,34.192
ES_CIP,-20.823,-41.137,84.458,1957.598,-17.749,-17.717,-21.853,-21.683,24634.000,24544.800,22863.000,22807.600,21775.000,21725.000,21775.554,-6969.000,-6943.300,-6969.991,-9169.000,-9069.700,-9169.429,10,VSS,2323.710,313.420,ES,SE,CACHOEIRO ITAPEMIRIM (ES),0.095,0.076,47.918,46.367,48.542,48.334,32.528,32.951,34.182,34.192
ES_CIP,-20.823,-41.137,84.458,1963.409,-18.589,-18.500,-23.256,-23.233,24395.000,24416.300,22412.000,22437.400,21243.000,21278.900,21243.614,-7144.000,-7116.500,-7144.726,-9632.000,-9629.200,-9632.124,10,VSS,2323.710,313.420,ES,SE,CACHOEIRO ITAPEMIRIM (ES),0.095,0.076,47.918,46.367,48.542,48.334,32.528,32.951,34.182,34.192
ES_CIP,-20.823,-41.137,84.458,1968.019,-19.193,-19.067,-24.520,-24.483,24300.000,24312.900,22108.000,22125.300,20879.000,20910.900,20879.671,-7268.000,-7229.200,-7268.211,-10084.000,-10079.000,-10084.764,10,VSS,2323.710,313.420,ES,SE,CACHOEIRO ITAPEMIRIM (ES),0.095,0.076,47.918,46.367,48.542,48.334,32.528,32.951,34.182,34.192
ES_CIP,-20.823,-41.137,84.458,1970.239,-19.513,-19.367,-25.048,-25.067,24254.000,24257.200,21972.000,21971.600,20710.000,20728.300,20710.991,-7339.000,-7286.000,-7339.436,-10268.000,-10279.200,-10268.595,10,VSS,2323.710,313.420,ES,SE,CACHOEIRO ITAPEMIRIM (ES),0.095,0.076,47.918,46.367,48.542,48.334,32.528,32.951,34.182,34.192
ES_CIP,-20.823,-41.137,84.458,1978.009,-20.416,-20.333,-27.374,-27.300,24089.000,24120.800,21391.000,21434.400,20047.000,20098.100,20047.891,-7462.000,-7449.700,-7462.117,-11076.000,-11062.600,-11076.047,10,VSS,2323.710,313.420,ES,SE,CACHOEIRO ITAPEMIRIM (ES),0.095,0.076,47.918,46.367,48.542,48.334,32.528,32.951,34.182,34.192
ES_CIP,-20.823,-41.137,84.458,1984.088,-21.135,-21.033,-29.399,-29.283,23935.000,24026.200,20852.000,20954.900,19450.000,19558.000,19450.018,-7518.000,-7522.800,-7518.791,-11749.000,-11753.800,-11749.417,10,VSS,2323.710,313.420,ES,SE,CACHOEIRO ITAPEMIRIM (ES),0.095,0.076,47.918,46.367,48.542,48.334,32.528,32.951,34.182,34.192
ES_CIP,-20.823,-41.137,84.458,1990.151,-21.562,-21.567,-31.197,-31.167,23855.000,23904.700,20405.000,20454.000,18977.000,19022.400,18977.403,-7499.000,-7517.600,-7499.130,-12356.000,-12372.000,-12356.466,10,VSS,2323.710,313.420,ES,SE,CACHOEIRO ITAPEMIRIM (ES),0.095,0.076,47.918,46.367,48.542,48.334,32.528,32.951,34.182,34.192
ES_CIP,-20.823,-41.137,84.458,2001.285,-22.364,-22.317,-34.534,-34.517,23625.000,23670.400,19462.000,19502.000,17998.000,18041.400,17998.206,-7405.000,-7405.000,-7405.099,-13392.000,-13415.000,-13392.899,10,VSS,2323.710,313.420,ES,SE,CACHOEIRO ITAPEMIRIM (ES),0.095,0.076,47.918,46.367,48.542,48.334,32.528,32.951,34.182,34.192
ES_CIP,-20.836,-41.188,106.349,2014.954,-23.398,-23.317,-38.876,-38.867,23555.000,23545.300,18338.000,18331.300,16830.000,16834.500,16829.774,-7282.000,-7255.000,-7282.196,-14784.000,-14776.400,-14783.990,10,VSS,2323.159,308.237,ES,SE,CACHOEIRO ITAPEMIRIM (ES),0.095,0.076,47.918,46.367,48.542,48.334,32.528,32.951,34.182,34.192
GO_FOR,-15.540,-47.355,946.420,1959.529,-14.633,-14.567,-9.383,-8.950,25146.000,25110.300,24809.000,24804.400,24004.000,24006.800,24004.834,-6267.000,-6239.500,-6267.557,-4099.000,-3907.900,-4099.634,5,VSS,1599.034,856.387,GO,CO,FORMOSA,0.067,0.255,45.636,54.395,54.910,54.479,27.365,27.726,105.511,105.989
GO_FOR,-15.540,-47.355,946.420,1963.557,-15.284,-15.167,-10.265,-10.017,24986.000,24982.400,24586.000,24601.100,23716.000,23744.000,23716.493,-6480.000,-6436.900,-6480.980,-4452.000,-4348.300,-4452.534,5,VSS,1599.034,856.387,GO,CO,FORMOSA,0.067,0.255,45.636,54.395,54.910,54.479,27.365,27.726,105.511,105.989
GO_FOR,-15.540,-47.355,946.420,1967.779,-15.810,-15.783,-11.182,-11.083,24789.000,24813.300,24318.000,24349.900,23398.000,23431.900,23398.454,-6625.000,-6623.300,-6625.506,-4807.000,-4772.600,-4807.236,5,VSS,1599.034,856.387,GO,CO,FORMOSA,0.067,0.255,45.636,54.395,54.910,54.479,27.365,27.726,105.511,105.989
GO_FOR,-15.540,-47.355,946.420,1974.781,-16.822,-16.767,-13.000,-12.850,24454.000,24533.000,23827.000,23918.500,22807.000,22901.800,22807.641,-6895.000,-6899.300,-6895.590,-5500.000,-5456.500,-5500.953,5,VSS,1599.034,856.387,GO,CO,FORMOSA,0.067,0.255,45.636,54.395,54.910,54.479,27.365,27.726,105.511,105.989
GO_FOR,-15.540,-47.355,946.420,1985.114,-18.322,-18.350,-16.274,-16.067,24192.000,24239.900,23222.000,23293.800,22045.000,22109.400,22045.411,-7300.000,-7333.300,-7300.214,-6779.000,-6706.100,-6779.352,5,VSS,1599.034,856.387,GO,CO,FORMOSA,0.067,0.255,45.636,54.395,54.910,54.479,27.365,27.726,105.511,105.989
